topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
soviet-project-66-heavy-cruiser-design	Soviet Project 66 Heavy Cruiser Design	ship class		no	pending	No suitable article found for Soviet Project 66, the postwar 220 mm heavy-cruiser proposal discussed against Des Moines. The project-number list is not an exact design article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-08-28_T18-03-12_bruships-85-cruiser-new-and-random-reading_HyyPU9YeVYY.json #project-66-soviet-heavy-cruiser. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/List_of_ships_of_Russia_by_project_number.
soviet-project-71-aircraft-carrier-design	Soviet Project 71 Aircraft Carrier Design	ship class		no	pending	No suitable article found. No suitable dedicated English Wikipedia article for the Soviet Project 71A carrier design found after Project 71/71A searches. The disambiguation page distinguishes Soviet 71A/71B from the Indian carrier programme, and Chapayev-class cruiser discusses the derivative carrier proposal; neither is an exact carrier-design article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-10-25_T18-02-14_bruships-23-new-book-review_2FEhGwb3rtI.json #project-71-soviet-small-carrier. Supporting or alternative sources: https://en.wikipedia.org/wiki/Project_71; https://en.wikipedia.org/wiki/Chapayev-class_cruiser.
soviet-torpedo-boat-amethyst	Soviet Torpedo Boat Amethyst	individual ship		no	pending	No suitable article found. No suitable individual English Wikipedia article found after Sulev/Ametist/A32 title checks and name-variant searches. SMS A32 redirects to the A-class torpedo-boat article. Estonian maritime documentation supports Sulev's 1940 renaming as Ametist, matching the authored German-Estonian-Soviet service history; the class article was not substituted for the individual vessel.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-10-07_T18-00-19_why-wwii-evolved-motor-torpedo-boats-in-motor-gun-boats-pacific-black-sea-and-baltic-designs_TTlaRvzvVJk.json #soviet-amethyst-captured-german-torpedo-boat. Supporting or alternative sources: https://mereviki.vta.ee/mediawiki/index.php/SULEV_%28torpeedopaat%29; https://en.wikipedia.org/wiki/A-class_torpedo_boat.
sovraponte	Sovraponte	specific weapon system	https://en.wikipedia.org/wiki/OTO_Melara_76_mm	yes	approved	Phase 2: OTO 76 mm article has a dedicated Sovraponte section explaining the lighter mount and absence of deck penetration, matching the named installation variant.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-08-09_T18-30-06_oto-melara-76-62-flexible-capability-in-ways-that-matter_fLG-2-CGcwM.json #sovraponte-non-deck-penetrating-mount. Phase 2 independent review by audit_batch0; article revision 1367950015. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sovraponte.
sovremenny-class-destroyers	Sovremenny Class Destroyers	ship class	https://en.wikipedia.org/wiki/Sovremenny-class_destroyer	yes	approved	Phase 2: The Soviet Project 956 guided-missile destroyer class matches Sovremenny's larger hull and combined weapons role.	Phase 2 independent review by audit_batch4; article revision 1373950967. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sovremenny-class-destroyers.
soya	Soya	individual ship	https://en.wikipedia.org/wiki/S%C5%8Dya_(PL107)	yes	approved	Phase 2: Article identifies the Japanese icebreaker preserved in Tokyo, matching the museum views and Antarctic-service contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-10-02_T16-38-23_japan2025-shipshape-naval-history-trip-update-4-the-soya_6pzQtKHf4sY.json #soya-icebreaker-modifications-and-hull-form. Phase 2 independent review by audit_batch3; article revision 1361872849. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soya.
space-carrier-avalon	Space Carrier Avalon	individual ship		no	pending	No suitable article found. No suitable English Wikipedia article for the Castle Federation carrier found in completed exact-title search. Author Glynn Stewart's book page confirms this Avalon; the Avalon listed in Wikipedia's fictional-spacecraft list is the different Passengers starliner and was rejected.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-03-21_T18-12-37_bruships-42-some-more-scifi_xCNXHXwJIDg.json #space-carrier-avalon-and-naval-thinking. Additional context references: 1. Supporting or alternative sources: https://www.glynnstewart.com/books/space-carrier-avalon/; https://en.wikipedia.org/wiki/List_of_fictional_spacecraft.
spaehkreuzer-designs	Spaehkreuzer Designs	ship class	https://en.wikipedia.org/wiki/Sp%C3%A4hkreuzer	yes	approved	Phase 2: The article covers the planned German Spahkreuzer large scout-destroyer designs that provide the real design basis discussed alongside the game ship Elbing.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-05-18_T18-44-17_bruships-194-naval-history-questions-answered-live_tl-TLSyLMuo.json #world-of-warships-elbing-practicality. Phase 2 independent review by audit_batch5; article revision 1334697294. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spaehkreuzer-designs.
spahi-class-destroyers	Spahi Class Destroyers	ship class	https://en.wikipedia.org/wiki/Spahi-class_destroyer	yes	approved	Phase 2: Spahi article identifies seven early-twentieth-century French destroyers, matching the Voltigeur design comparison.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-05-19_T18-30-06_jeune-ecole-batch-2-the-french-destroyers-up-to-wwi_QYHtbPiZJBE.json #spahi-and-vautour-bigger-destroyer-tradeoffs. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1357751214. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spahi-class-destroyers.
spahkreuzer	Spahkreuzer	ship class	https://en.wikipedia.org/wiki/Sp%C3%A4hkreuzer	yes	approved	Phase 2: Article identifies the planned German Spahkreuzer reconnaissance cruiser/large-destroyer class, matching the dual-purpose gun counterfactual.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-02-25_T19-35-58_bruships-141-some-cool-books-and-naval-history-questions-answered_R7tGBX_ZCdg.json #spahkreuzer-dual-purpose-refit. Phase 2 independent review by audit_batch0; article revision 1334697294. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spahkreuzer.
spahkreuzer-1938	Spahkreuzer 1938	ship class	https://en.wikipedia.org/wiki/Sp%C3%A4hkreuzer	yes	approved	Phase 2: The parent Spahkreuzer article substantively compares the 1938, 1939, and 1940 designs, including armament and reconnaissance role, matching the specific 1938 proposal and authored long-range destroyer discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-04-23_T18-04-52_bruships-110-naval-aviation_n7MskKJaCKM.json #spahkreuzer-as-long-range-destroyers. Phase 2 independent review by audit_batch1; article revision 1334697294. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spahkreuzer-1938.
spanish-destroyer-almirante-antequera	Spanish Destroyer Almirante Antequera	individual ship	https://en.wikipedia.org/wiki/Spanish_destroyer_Almirante_Antequera	yes	approved	Phase 2: The Spanish Churruca-class destroyer matches Almirante Antequera's disputed torpedo claim in the Civil War battle.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-04-06_T17-00-17_county-cruisers-p7-the-canaris-class-long-patrol_K11w5wDz0kw.json #baleares-cape-palos-torpedo-hit-attribution. Phase 2 independent review by audit_batch4; article revision 1330303032. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spanish-destroyer-almirante-antequera.
spanish-destroyer-lepanto	Spanish Destroyer Lepanto	individual ship	https://en.wikipedia.org/wiki/Spanish_destroyer_Lepanto	yes	approved	Phase 2: The Spanish Republican Churruca-class destroyer Lepanto matches the Cape Palos torpedo-attack context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-04-06_T17-00-17_county-cruisers-p7-the-canaris-class-long-patrol_K11w5wDz0kw.json #baleares-cape-palos-torpedo-hit-attribution. Phase 2 independent review by audit_batch5; article revision 1369904329. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spanish-destroyer-lepanto.
speaker-class-frigates	Speaker Class Frigates	ship class	https://en.wikipedia.org/wiki/Speaker-class_frigate	yes	approved	Phase 2: The article identifies the English 1652 programme of large frigates based on Speaker, matching the Commonwealth warship and Spanish convoy contexts.	Phase 2 independent review by audit_batch2; article revision 1354868624. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #speaker-class-frigates.
spear-3	SPEAR 3	specific weapon system	https://en.wikipedia.org/wiki/SPEAR_3	yes	approved	Phase 2: Article identifies MBDA's SPEAR3 air-to-surface weapon programme for F35B and its electronic-warfare variant, matching the registry and successor-weapons context.	Phase 2 independent review by audit_batch1; article revision 1373617014. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spear-3.
spearfish-torpedo	Spearfish Torpedo	specific weapon system	https://en.wikipedia.org/wiki/Spearfish_torpedo	yes	approved	Phase 2: The article identifies the Royal Navy Spearfish heavyweight submarine torpedo, matching the speed and Alfa-class response discussion.	Phase 2 independent review by audit_batch2; article revision 1369866569. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spearfish-torpedo.
spearhead-class-expeditionary-fast-transports	Spearhead Class Expeditionary Fast Transports	ship class	https://en.wikipedia.org/wiki/Spearhead-class_expeditionary_fast_transport	yes	approved	Phase 2: Article identifies Spearhead expeditionary fast transports, formerly JHSV, as shallow-draft high-speed cargo transports under Military Sealift Command, matching the ferry-derived transport context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-01-11_T19-30-57_bruships-227-naval-history-questions-answered-live_A7KadSSdA9Y.json #hawaii-superferry-demand-and-spearhead-class. Phase 2 independent review by audit_batch3; article revision 1374270127. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spearhead-class-expeditionary-fast-transports.
spencer-perceval	Spencer Perceval	person	https://en.wikipedia.org/wiki/Spencer_Perceval	yes	approved	Phase 2: The British prime minister assassinated in 1812 matches the authored chronology of political assassinations.	Phase 2 independent review by audit_batch1; article revision 1374735356. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spencer-perceval.
spica-class-torpedo-boats-1934	Spica Class Torpedo Boats (1934)	ship class	https://en.wikipedia.org/wiki/Spica-class_torpedo_boat_%28Italy%29	yes	approved	Phase 2: The Italian Spica torpedo boats built from 1934 match the dated class and Mediterranean escort context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-06-04_T15-30-11_an-introduction-to-the-littleships-of-the-big-war-part-1-of-2_6M4Vvym-SUw.json#spica-class-torpedo-gunboats-convoy-escort. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1345106708. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spica-class-torpedo-boats-1934.
spike-milligan	Spike Milligan	person	https://en.wikipedia.org/wiki/Spike_Milligan	yes	approved	Phase 2: The biography identifies the comedian and writer Terence Alan Spike Milligan, matching the named entertainer's wartime troopship passage context.	Phase 2 independent review by audit_batch2; article revision 1373712770. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spike-milligan.
spruance-class-destroyers	Spruance Class Destroyers	ship class	https://en.wikipedia.org/wiki/Spruance-class_destroyer	yes	approved	Phase 2: The Spruance article identifies the US gas-turbine destroyer class of the 1970s and 1980s, matching the authored hull and Ticonderoga-development comparisons.	Phase 2 independent review by audit_batch5; article revision 1345009945. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spruance-class-destroyers.
sps-32-radar	Sps 32 Radar	specific weapon system	https://en.wikipedia.org/wiki/SCANFAR	yes	approved	Phase 2: SCANFAR article explicitly identifies AN/SPS32 and describes its broad horizontal air-surveillance array separately from SPS33 tracking, matching the specific Long Beach radar context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-12-19_T21-48-54_uss-long-beach-cgn-9-the-usn-s-last-cruiser_J1suaJOupiI.json#sps-32-sps-33-radar-aegis-path. Phase 2 independent review by audit_batch3; article revision 1360057908. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sps-32-radar.
sps-33-radar	Sps 33 Radar	specific weapon system	https://en.wikipedia.org/wiki/SCANFAR	yes	approved	Phase 2: The SCANFAR parent article substantively distinguishes SPS-33 tracking from SPS-32 search, including SPS-33's array and beam-steering operation on Long Beach and Enterprise. It supports the exact component system named by the registry.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-12-19_T21-48-54_uss-long-beach-cgn-9-the-usn-s-last-cruiser_J1suaJOupiI.json#sps-32-sps-33-radar-aegis-path. Phase 2 independent review by audit_batch4; article revision 1360057908. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sps-33-radar.
spy-1-radar	AN/SPY-1 Radar	specific weapon system	https://en.wikipedia.org/wiki/AN/SPY-1	yes	approved	Phase 2: The AN/SPY-1 phased-array radar central to Aegis matches the registry and Norwegian frigate and early Aegis contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-07-02_T18-00-01_modern-frigates-cruisers-by-any-other-name-patreon-57-long-patrol_1KIpWGIWaVQ.json#fridtjof-nansen-coastal-deterrent. Phase 2 independent review by audit_batch5; article revision 1365671877. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #spy-1-radar.
